,eventId,time,personCountryId
0,333,2000,USA
1,333,2048,USA
2,333,2096,Sweden
3,333,2154,Belgium
4,333,2168,Denmark
5,333,2192,USA
6,333,2210,USA
7,333,2292,Netherlands
8,444,9057,Sweden
9,444,9180,Japan
10,444,10464,Netherlands
11,444,11970,USA
12,444,12732,USA
13,444,14284,Japan
14,444,14730,France
15,444,14886,USA
16,444,15476,USA
17,444,15831,Netherlands
18,444,16478,USA
19,444,16697,USA
20,444,17852,Belgium
21,444,17932,USA
22,444,17955,Netherlands
23,444,19095,USA
24,444,20955,USA
25,444,21288,USA
26,444,22659,Australia
27,444,24706,USA
28,444,33589,USA
29,555,17045,Japan
30,555,17068,Sweden
31,555,21610,USA
32,555,23593,Netherlands
33,555,26423,USA
34,555,26755,USA
35,555,30381,USA
36,555,31514,Canada
37,555,33504,Belgium
38,555,34723,Canada
39,555,35108,USA
40,555,36087,Japan
41,555,38039,USA
42,555,40295,Japan
43,555,56259,USA
