,eventId,time,personCountryId
0,222,69,Italy
1,222,72,Italy
2,222,83,Italy
3,222,96,USA
4,222,100,Italy
5,222,100,Spain
6,222,106,USA
7,222,109,Poland
8,222,109,Thailand
9,222,111,Poland
10,222,113,Italy
11,222,116,Spain
12,222,116,Thailand
13,222,119,Netherlands
14,222,125,Australia
15,222,125,Spain
16,222,127,USA
17,222,131,Poland
18,222,133,USA
19,222,134,Poland
20,222,138,Poland
21,222,140,Spain
22,222,141,Mexico
23,222,144,Mexico
24,222,147,China
25,222,152,USA
26,222,152,Poland
27,222,152,Italy
28,222,153,Hungary
29,222,153,Poland
30,222,153,Indonesia
31,222,153,China
32,222,156,Poland
33,222,158,Indonesia
34,222,158,Australia
35,222,159,Sweden
36,222,159,USA
37,222,159,USA
38,222,161,Poland
39,222,161,Poland
40,222,163,USA
41,222,163,USA
42,222,163,Germany
43,222,163,Russia
44,222,165,Mexico
45,222,166,USA
46,222,166,Indonesia
47,222,168,Poland
48,222,168,Poland
49,222,169,Hungary
50,222,169,USA
51,222,171,Norway
52,222,172,Germany
53,222,172,Taiwan
54,222,175,Spain
55,222,175,China
56,222,178,USA
57,222,178,China
58,222,178,France
59,222,180,Indonesia
60,222,180,Canada
61,222,180,Poland
62,222,181,China
63,222,183,Hungary
64,222,183,Thailand
65,222,183,China
66,222,184,Canada
67,222,184,Indonesia
68,222,186,Brazil
69,222,188,USA
70,222,188,USA
71,222,188,USA
72,222,190,France
73,222,190,Poland
74,222,193,Poland
75,222,193,Germany
76,222,194,Italy
77,222,194,Italy
78,222,196,USA
79,222,196,France
80,222,196,Italy
81,222,197,Mexico
82,222,200,Netherlands
83,222,200,Germany
84,222,200,Japan
85,222,200,France
86,222,200,Germany
87,222,202,USA
88,222,202,Germany
89,222,202,Hungary
90,222,202,Norway
91,222,203,China
92,222,205,United Kingdom
93,222,205,France
94,222,205,Poland
95,222,206,Japan
96,222,206,Korea
97,222,206,Russia
98,222,206,Australia
99,222,206,Poland
100,222,208,Spain
101,222,209,USA
102,222,211,Japan
103,222,211,Canada
104,222,211,France
105,222,211,Poland
106,222,211,China
107,222,213,USA
108,222,213,USA
109,222,213,Taiwan
110,222,213,Philippines
111,222,213,France
112,222,213,Thailand
113,222,215,USA
114,222,215,USA
115,222,215,USA
116,222,215,Brazil
117,222,216,Spain
118,222,218,Poland
119,222,218,United Kingdom
120,222,218,Mexico
121,222,218,France
122,222,219,Taiwan
123,222,219,Indonesia
124,222,221,Canada
125,222,221,Thailand
126,222,221,Taiwan
127,222,221,China
128,222,222,Sweden
129,222,222,Spain
130,222,222,Hungary
131,222,222,Germany
132,222,222,Germany
133,222,222,USA
134,222,225,USA
135,222,225,Denmark
136,222,227,Spain
137,222,227,Australia
138,222,228,Italy
139,222,228,Singapore
140,222,230,Denmark
141,222,230,United Kingdom
142,222,230,Philippines
143,222,230,Taiwan
144,222,230,Thailand
145,222,231,Netherlands
146,222,231,Italy
147,222,231,Denmark
148,222,233,Japan
149,222,233,Poland
150,222,233,Germany
151,222,233,USA
152,222,233,Indonesia
153,222,233,Peru
154,222,233,Thailand
155,222,233,Poland
156,222,234,Hungary
157,222,234,Italy
158,222,234,Germany
159,222,234,Germany
160,222,234,Taiwan
161,222,236,USA
162,222,236,Philippines
163,222,236,Spain
164,222,236,USA
165,222,236,Germany
166,222,238,USA
167,222,238,USA
168,222,238,New Zealand
169,222,238,Indonesia
170,222,240,Poland
171,222,240,Norway
172,222,240,Germany
173,222,240,Germany
174,222,240,Germany
175,222,240,Korea
176,222,241,Taiwan
177,222,241,Spain
178,222,241,USA
179,222,241,Malaysia
180,222,241,Malaysia
181,222,241,Indonesia
182,222,241,Poland
183,222,243,China
184,222,243,United Kingdom
185,222,243,Italy
186,222,243,China
187,222,243,Thailand
188,222,243,USA
189,222,243,Thailand
190,222,243,Germany
191,222,244,Italy
192,222,244,Philippines
193,222,244,Denmark
194,222,244,Poland
195,222,246,Philippines
196,222,246,Denmark
197,222,246,France
198,222,246,France
199,222,246,China
200,222,246,Canada
201,222,247,Poland
202,222,247,China
203,222,247,Spain
204,222,249,China
205,222,250,Thailand
206,222,250,Japan
207,222,250,Israel
208,222,252,USA
209,222,252,France
210,222,252,Taiwan
211,222,252,Korea
212,222,252,Italy
213,222,252,Slovenia
214,222,253,France
215,222,253,Mexico
216,222,253,Germany
217,222,253,Korea
218,222,253,USA
219,222,253,Israel
220,222,255,Philippines
221,222,255,USA
222,222,255,Slovenia
223,222,255,Indonesia
224,222,255,Australia
225,222,255,Korea
226,222,256,Hungary
227,222,256,USA
228,222,256,Thailand
229,222,256,Germany
230,222,256,Canada
231,222,256,China
232,222,256,Indonesia
233,222,256,Germany
234,222,258,USA
235,222,258,Italy
236,222,258,Japan
237,222,258,USA
238,222,258,Singapore
239,222,258,USA
240,222,258,Indonesia
241,222,258,Thailand
242,222,259,Japan
243,222,259,Canada
244,222,259,USA
245,222,259,USA
246,222,259,Portugal
247,222,259,Malaysia
248,222,259,Canada
249,222,259,Peru
250,222,259,Indonesia
251,222,261,USA
252,222,261,Philippines
253,222,261,Thailand
254,222,261,Germany
255,222,261,China
256,222,261,Russia
257,222,261,Slovenia
258,222,261,Taiwan
259,222,261,Germany
260,222,261,USA
261,222,261,China
262,222,263,USA
263,222,263,China
264,222,263,Spain
265,222,263,China
266,222,263,Malaysia
267,222,263,Australia
268,222,263,Austria
269,222,265,United Kingdom
270,222,265,Thailand
271,222,265,Mexico
272,222,265,Belgium
273,222,266,Japan
274,222,266,Canada
275,222,266,USA
276,222,266,USA
277,222,266,Japan
278,222,266,Russia
279,222,266,Italy
280,222,266,USA
281,222,266,China
282,222,268,Germany
283,222,268,France
284,222,268,USA
285,222,268,USA
286,222,268,Germany
287,222,268,United Kingdom
288,222,268,Israel
289,222,268,Malaysia
290,222,268,Thailand
291,222,268,Germany
292,222,268,Poland
293,222,269,France
294,222,269,United Kingdom
295,222,269,Sweden
296,222,269,Norway
297,222,269,France
298,222,271,USA
299,222,271,Poland
300,222,271,Japan
301,222,271,China
302,222,271,USA
303,222,271,Taiwan
304,222,271,Malaysia
305,222,271,Japan
306,222,272,France
307,222,272,USA
308,222,272,Canada
309,222,272,China
310,222,272,Italy
311,222,272,Poland
312,222,275,Korea
313,222,275,China
314,222,275,Russia
315,222,275,USA
316,222,275,Philippines
317,222,275,Vietnam
